iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_online_modernisation,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax
VNM,VNM0051,Vietnam,Integrated,,Thach My Cement,Quang Nam,Operating,15.597334400000001,107.97580890000002,GCD,Approximate,,,,,,,,,1.7Mt/yr,,,,,1.7,Mt/yr,,,
VNM,VNM0057a,Vietnam,Integrated,,Tan Quang Cement Joint Stock Company,"Trang Da, Tuyen Quang",Operating,22.1256755,105.20897250000002,GCD,Approximate,,,,,,,,,0.8Mt/yr,,,,,0.8,Mt/yr,,Tel: +84 273 881 268,
VNM,VNM0057b,Vietnam,Integrated,,Tuyên Quang Cement (Vinacomin),"Trang Da, Tuyên Quang",Operating,22.1256755,105.20897250000002,GCD,Approximate,,,,,,,,,1.7Mt/yr,,,,,1.7,Mt/yr,,,
VNM,VNM0062,Vietnam,Integrated,,VICEM,Haiphong,Operating,20.858864,106.6749591,GCD,Approximate,,,,,,,,,1 Dry - 1.7Mt/yr,1.0,DRY,,,1.7,Mt/yr,,Tel: +84 31 875 480 ( / 842 014),Fax: +84 31 875 478 ( / 842 012)
VNM,VNM0063,Vietnam,Integrated,,VICEM,"Lukvasi, Kim Dinh",Operating,10.5060641999999,107.13427790000001,GCD,Approximate,,,,,,,,,4 Dry - 3.1Mt/yr,4.0,DRY,,,3.1,Mt/yr,,,
VNM,VNM0065,Vietnam,Integrated,,VICEM,"Nghi Son, Cong Thanh",Operating,10.9418300999999,106.7319622,GCD,Approximate,,,,,,,,,3 Dry - 5.4Mt/yr,3.0,DRY,,,5.4,Mt/yr,,Tel: +84 83 915 1606,Fax: +84 83 915 1604
VNM,VNM0067,Vietnam,Integrated,,VICEM,"Trung Son, Tam Diep, Ninh Binh",Operating,20.2449753,105.9826291,GCD,Approximate,,,,,,,,,1 Dry - 1.4Mt/yr,1.0,DRY,,,1.4,Mt/yr,,Tel: +84 30 864 904 ( / 771 140),Fax: +84 30 864 909
VNM,VNM0068,Vietnam,Integrated,,VICEM,"Vinakansia, Ninh Binh",Operating,20.2449753,105.9826291,GCD,Approximate,,,,,,,,,2 Dry -2.8Mt/yr,2.0,DRY,,,2.8,Mt/yr,,,
VNM,VNM0075b,Vietnam,Integrated,,Lang Son Joint Stock Company,"Dong Kinh, Lang Son",Operating,21.845809,106.763199,GCD,Approximate,,,,,,,,,1Mt/yr (Est.),,,,,1.0,Mt/yr,,Tel: +84 253 870 195,Fax: +84 253 872 957
VNM,VNM0101,Vietnam,Integrated,,Minh Tam,Binh Phuoc,Operating,11.632931,106.543847,GCD,Approximate,,,,,,,,,4.5Mt/yr (expected) Expected operation start: July 2019,,,,,4.5,Mt/yr,,,
VNM,VNM0102,Vietnam,Integrated,,Phu Son,"Nho Quan, Ninh Binh",Operating,20.342707,105.755475,GCD,Approximate,,,,,,,,,2.4Mt/yr,,,,,2.4,Mt/yr,,,
